Review,Rating,One-word Review,Product ID
The brand is very trustworthy and i got genuine pice at a very low cost.I ordered the green one and trust me the colour was amazing.All the colours but specifically green and purple are nice for look.Thanks to flipkart❤️,5,Perfect product!,MOBFWBYZ8DNJNY7N
Awesome phone … value for money.. Happy with battery life.. Awesome camera features… look at the images snapped using the phone… easy to use.. Just feared about getting scratch at back glass… but using cover helped it…,5,Terrific purchase,MOBFWBYZ8DNJNY7N
"Wow superb camera phone
Very smooth speed and no lag , iphone is the king always
Its a beautiful product",5,Terrific,MOBFWBYZ8DNJNY7N
Go for it,5,Must buy!,MOBFWBYZ8DNJNY7N
Awesome Camera,5,Simply awesome,MOBFWBYZ8DNJNY7N
Awesome,5,Classy product,MOBFWBYZ8DNJNY7N
"Nice phone with good build quality
Excellent Camera",5,Super!,MOBFWBYZ8DNJNY7N
"I am very happy with I phone 12
Very Nice Product Thanku Flipkart",5,Terrific,MOBFWBYZ8DNJNY7N
Super,5,Worth every penny,MOBFWBYZ8DNJNY7N
"Amazing phone
In love with this phone",5,Simply awesome,MOBFWBYZ8DNJNY7N
Camera quality is just fabulous. Interface is very smooth. Good for photography and videography.,5,Must buy!,MOBFWBYZ8DNJNY7N
This z my frst iphone n … outstanding phone …must buy.😍😍😍😍😍,5,Just wow!,MOBFWBYZ8DNJNY7N
Best iPhone till date 💕,5,Must buy!,MOBFWBYZ8DNJNY7N
Classic,5,Awesome,MOBFWBYZ8DNJNY7N
"Performance is soooo fast
Especially faceid detection is awesome even in dark
No need to carry an dslr .this is more than enough attaching puc taken by this",5,Wonderful,MOBFWBYZ8DNJNY7N
Nice camera 📸,5,Awesome,MOBFWBYZ8DNJNY7N
Upgraded from iPhone 7 plus after using for more then 3yrs. Excellent built & box design looks great. Night mode clicks look fabulous.,5,Super!,MOBFWBYZ8DNJNY7N
Excellent,5,Perfect product!,MOBFWBYZ8DNJNY7N
"This is the value for money phone.

For Flipkart:
On time delievery
Always best service
Feedback call received after 5 days

Apple:
One word: Superb
Picture Quality Ultimate",5,Classy product,MOBFWBYZ8DNJNY7N
Awesome camera performance and improvement in battery capacity,5,Terrific,MOBFWBYZ8DNJNY7N
Nice,5,Super!,MOBFWBYZ8DNJNY7N
